"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
668704,"BOSTON COMMON INTERNATIONAL CATHOLIC SRI FUND","805-9839698904","BOSTON COMMON ASSET MANAGEMENT, LLC","801-61564","N"
668704,"ULLICO DIVERSIFIED INTERNATIONAL EQUITY FUND, L.P.","805-4470684001","ULLICO INVESTMENT ADVISORS, INC.","801-36371","N"
668704,"TRUST FUND ADVISORS INTERNATIONAL GROUP TRUST","805-9974973571","ULLICO INVESTMENT ADVISORS, INC.","801-36371","N"
668783,"VECTIS HEALTHCARE & LIFE SCIENCES FUND II, LP","805-3685678553","BROOKE PRIVATE EQUITY PARTNERS LLC","-","Y"
668783,"LIMESTONE CAPITAL PRESERVATION FUND, LTD","805-3878350980","LIMESTONE CAPITAL ADVISERS, LLC","-","N"
667893,"THE YIELD FUND, L.P.","805-2741935900","SALIENT ADVISORS, L.P.","801-61449","Y"
667893,"THE YIELD (EXEMPT) FUND, L.P.","805-7399853991","SALIENT ADVISORS, L.P.","801-61449","Y"
667893,"THIRD CENTURY 3(C)(1) SERIES INTERESTS OF SALI MULTI-SERIES FUND II 3(C)(1), L.P.","805-2581175015","SALI FUND SERVICES","801-61702","Y"
667893,"THIRD CENTURY 3(C)(7) SERIES INTERESTS OF SALI MULTI-SERIES FUND II, L.P.","805-6769581351","SALI FUND SERVICES","801-61702","Y"
667893,"OSO + TORO MULTI STRATEGY FUND (TAX EXEMPT) SEGREGATED PORTFOLIO OF THE SALI MULTI-SERIES FUND SPC, LTD.","805-4632562843","SALI FUND SERVICES","801-61702","Y"
667893,"OSO + TORO MULTI STRATEGY FUND SERIES INTERESTS OF THE SALI MULTI-SERIES FUND II 3(C)(1), L.P.","805-7811601212","SALI FUND SERVICES","801-61702","Y"
669031,"805-6400320345","805-6400320345","HFR ASSET MANAGEMENT, L.L.C","801-60143","N"
668906,"AVNFD-03","805-9191611341","GERBER/TAYLOR MANAGEMENT COMPANY","801-56698","N"
668906,"AVNFD-01","805-9885118200","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591","N"
668906,"AVNFD-02","805-3422939921","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591","N"
668979,"PERSEUS-SOROS BIOPHARMACEUTICAL FUND, LP","805-5703280361","AISLING CAPITAL LLC","-","Y"
667679,"EQUITY HEDGE SERIES OF THE MML PRIVATE PLACEMENT INVESTMENT COMPANY I, LLC","805-9700288617","SALI FUND SERVICES","801-61702","N"
669093,"THELEME FUND LP","805-2439049755","THELEME PARTNERS LLP","801-72501","N"
669093,"THELEME MASTER FUND LIMITED","805-9166145876","THELEME PARTNERS LLP","801-72501","N"
669093,"THELEME FUND LIMITED","805-9924139094","THELEME PARTNERS LLP","801-72501","N"
666225,"LYXOR/YORK FUND LIMITED","805-9911409149","YORK CAPITAL MANAGEMENT","801-70315","N"
666225,"HFR ED SELECT FUND IV MASTER TRUST","805-4748977570","YORK CAPITAL MANAGEMENT","801-70315","N"
666225,"YORK SOLUTIONS CAYMAN FUND LIMITED","805-1807393417","YORK CAPITAL MANAGEMENT","801-70315","N"
666225,"DBX-EVENT DRIVEN 2 FUND","805-7799370659","DB INVESTMENT MANAGERS, INC","801-38089","N"
666225,"MAP 156 SEGREGATED PORTFOLIO","805-8164410902","YORK CAPITAL MANAGEMENT","801-70315","N"
669420,"MFS INTERNATIONAL GROWTH LLC","805-1352751914","MFS INSTITUTIONAL ADVISORS INC.","801-46433","Y"
669420,"MFS EMERGING MARKETS DEBT LLC","805-3065321996","MFS INSTITUTIONAL ADVISORS INC.","801-46433","Y"
669420,"MFS INTERNATIONAL RESEARCH EQUITY LLC","805-7580017980","MFS INSTITUTIONAL ADVISORS INC.","801-46433","Y"
669420,"MFS GLOBAL EQUITY LLC","805-4629778314","MFS INSTITUTIONAL ADVISORS INC.","801-46433","Y"
664476,"MAP 158","805-6238692321","LIGHTHOUSE INVESTMENT PARTNERS, LLC","801-64978","N"
669083,"MILLENNIUM PARTNERS LP","805-3613464116","MILLENNIUM MANAGEMENT LLC","801-36134641","N"
669083,"CLARITY MANAGERS (OFFSHORE) SPC LTD SEGREGATED PORTFOLIO MRKS","805-3562690310","CLARITY MANAGED ACCOUNT & ANALYTICS PLATFORM LLC","801-150316","N"
669554,"GPC 97, LLC","805-6663513004","GUGGENHEIM ADVISORS, LLC","801-61978","N"
669672,"ASIAN TELECOMMUNICATIONS L.P.","805-6249564483","E&E CAPITAL ADVISORS LLC","801-63200","N"
669748,"SC PRIVATE COMPANIES LLC","805-3952029263","SYNDICATED CAPITAL, INC","-","N"
669804,"SA1","805-6322527756","CORESTATES CAPITAL ADVISORS, LLC","801-64854","N"
669804,"SA2","805-6224910719","CORESTATES CAPITAL ADVISORS, LLC","801-64854","N"
669804,"SA3","805-8683856146","CORESTATES CAPITAL ADVISORS, LLC","801-64854","N"
669804,"SA4","805-8256825057","CORESTATES CAPITAL ADVISORS, LLC","801-64854","N"
669801,"NORTHCOAST LONG SHORT EQUITIES","805-8778521034","NORTHCOAST ASSET MANAGEMENT LLC","801-57294","Y"
665046,"FIRST CAPITAL DEFENSIVE FUND - A, LLC","805-8202220477","FIRST CAPITAL MANAGEMENT, LLC","-","N"
669930,"VECTIS HEALTHCARE & LIFE SCIENCES FUND II, LP","805-3685678553","BROOKE PRIVATE EQUITY PARTNERS LLC","-","Y"
669930,"LIMESTONE CAPITAL PRESERVATION FUND, LTD","805-3878350980","LIMESTONE CAPITAL ADVISERS, LLC","-","N"
669989,"MILLENNIUM PARTNERS LP","805-3613464116","MILLENNIUM MANAGEMENT LLC","801-36134641","N"
669989,"CLARITY MANAGERS (OFFSHORE) SPC LTD SEGREGATED PORTFOLIO MRKS","805-3562690310","CLARITY MANAGED ACCOUNT & ANALYTICS PLATFORM LLC","801-150316","N"
670128,"ASHDON SELECT MANAGER TRUST","805-1484901081","ASHDON INVESTMENT MANAGEMENT, LLC","801-68173","N"
670136,"ASHDON SELECT MANAGER TRUST","805-1484901081","ASHDON INVESTMENT MANAGEMENT, LLC","801-68173","N"
669599,"WCH HOLDCO, INC","805-4495893000","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"WCH HOLDCO 2, INC","805-9047146688","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"WCH HOLDCO 3, INC","805-6041593796","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"PRTN LP HOLDINGS LLC","805-8829844330","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"CONT LP HOLDINGS LLC","805-2436298195","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"VIPCONT LP HOLDINGS LLC","805-7860721728","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"FAIG LP HOLDINGS LLC","805-7944542468","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"MILM LP HOLDINGS LLC","805-1522567680","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"FBAL LP HOLDINGS LLC","805-8064900215","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"FANIF LP HOLDINGS LLC","805-1231893998","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"FSASEQ LP HOLDINGS LLC","805-5848267689","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"PRTN SC HOLDINGS,  LLC","805-3007285268","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"CAPINC SC HOLDINGS, LLC","805-7437258134","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"PAIN SC HOLDINGS,  LLC","805-2132032151","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"STRAINC SC HOLDINGS, LLC","805-8823255315","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"ADVSTRA SC HOLDINGS, LLC","805-1009573648","FIDELITY MANAGEMENT & RESEARCH COMPANY","801-7884","N"
669599,"BALLYROCK CLO II LIMITED","805-5161429741","BALLYROCK INVESTMENT ADVISORS LLC","801-60583","N"
669599,"BALLYROCK CLO III, LTD.","805-7748977526","BALLYROCK INVESTMENT ADVISORS LLC","801-60583","N"
669599,"BALLYROCK CLO 2006-1 LTD.","805-1145242987","BALLYROCK INVESTMENT ADVISORS LLC","801-60583","N"
669599,"BALLYROCK CLO 2006-2 LTD.","805-2194839925","BALLYROCK INVESTMENT ADVISORS LLC","801-60583","N"
670090,"OPENWORLD PLC","805-6033849569","RUSSELL INVESTMENTS IRELAND LIMITED","802-74564","N"
670090,"RUSSELL INVESTMENT COMPANY PLC","805-1640539320","RUSSELL INVESTMENTS IRELAND LIMITED","802-74564","N"
670090,"RUSSELL QUALIFIED INVESTMENT FUNDS PLC","805-5730753748","RUSSELL INVESTMENTS IRELAND LIMITED","802-74564","N"
669669,"FAIRWAY MASTERS FUND","805-8120369311","FAIRWAY ASSET MANAGEMENT, LLC","801-72144","N"
669669,"COLCHIS/LC INCOME OFFSHORE MASTER FUND, L.P.","805-4866901593","COLCHIS CAPITAL MANAGEMENT, L.P.","802-76414","N"
669669,"VALINOR CAPITAL PARTNERS, L.P.","805-3251943297","VALINOR MANAGEMENT, LLC","801-73489","N"
669669,"VALINOR CAPITAL PARTNERS OFFSHORE MASTER FUND, L.P.","805-2381191923","VALINOR MANAGEMENT, LLC","801-73489","N"
670166,"PERCEVAL INVESTMENT PARTNERS-RI, L.P.","805-8006161587","VERITABLE LP","801-62911","N"
670166,"PERCEVAL INVESTMENT PARTNERS-RP, L.P.","805-3780570121","VERITABLE LP","801-62911","N"
670224,"GALTERE INTERNATIONAL MASTER FUND, L.P.","805-2817180405","GALTERE LTD.","801-65116","N"
670224,"GALTERE INTERNATIONAL SELECT MASTER FUND LTD","805-1526198636","GALTERE LTD.","801-65116","N"
670224,"GALTERE ULTRA OPPORTUNITY MASTER FUND LTD","805-4776176080","GALTERE LTD.","801-65116","N"
670224,"GALTERE GLOBAL FARMLAND FUND LLC","805-7379810300","GALTERE LTD.","801-65116","Y"
670052,"NO NAME DISCLOSED","805-4392380841","BLACKSTONE ALTERNATIVE SOLUTIONS L.L.C.","801-72699","N"
661001,"805-5315493818","805-5315493818","TRUST ASSET MANAGMENT, LLP","-","N"
670267,"MAP 158","805-6238692321","LIGHTHOUSE INVESTMENT PARTNERS, LLC","801-64978","N"
669703,"ODAV LLC","805-5319407438","JOSHUA NASH II LLC","-","N"
669727,"ULYSSES OFFSHORE FUND, LTD.","805-3906925082","ULYSSES MANAGEMENT LLC","-","N"
669727,"ULYSSES PARTNERS DESIGNATED INVESTMENTS. L.P.","805-9568605525","ULYSSES MANAGEMENT LLC","-","N"
669727,"ULYSSES PARTNERS, L.P.","805-2536590493","ULYSSES MANAGEMENT LLC","-","N"
669727,"ULYSSES REAL ESTATE PARTNERS, L.P.","805-3608371190","ULYSSES MANAGEMENT LLC","-","N"
670017,"PERSHING SQUARE II, L.P.","805-3865808328","PERSHING SQUARE CAPITAL MANAGEMENT, L.P.","801-63688","N"
670017,"PERSHING SQUARE, L.P.","805-5668139393","PERSHING SQUARE CAPITAL MANAGEMENT, L.P.","801-63688","N"
669999,"9700","805-1931525304","COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC","801-25943","N"
669999,"TCF110","805-8447695108","COMMONFUND ASSET MANAGEMENT COMPANY, INC.","801-56548","N"
669999,"TCF130","805-6282974192","COMMONFUND ASSET MANAGEMENT COMPANY, INC.","801-56548","N"
669999,"AON300","805-6098634981","HEWITT ENNISKNUPP, INC.","801-17219","N"
670915,"BARING INVESTMENT SERIES, LLC: BARING FOCUSED INTERNATIONAL EQUITY FUND (WITH EMERGING MARKETS)","805-8415065430","BARING ASSET MANAGEMENT LLC","801-4611","N"
670915,"BARING INVESTMENT SERIES, LLC: BARING INTERNATIONAL EQUITY FUND (WITH EMERGING MARKETS)","805-3697288534","BARING ASSET MANAGEMENT LLC","801-4611","N"
670915,"BARING INVESTMENT SERIES, LLC: BARING INTERNATIONAL SMALL CAP EQUITY FUND (WITH EMERGING MARKETS)","805-7743257327","BARING ASSET MANAGEMENT LLC","801-4611","N"
669325,"OMNI MACRO FUND I LTD","805-6962891940","TIRESIAS CAPITAL LIMITED","801-72836","N"
669325,"THE HARTFORD GROWTH FUND LIMITED","805-8978065117","TIRESIAS CAPITAL LIMITED","801-72836","N"
669325,"OMNI MACRO FUND I, L.P.","805-9271675745","TIRESIAS CAPITAL LIMITED","801-72836","N"
670389,"GENESEE MASTER BALANCED FUND LTD","805-4343378258","GENESEE INVESTMENTS","801-61635","Y"
670389,"GENESEE BALANCED FUND, LTD (FEEDER)","805-1677687871","GENESEE INVESTMENTS","801-61635","Y"
670389,"GENESEE BALANCED FUND, LP  (FEEDER)","805-3322426361","GENESEE INVESTMENTS","801-61635","Y"
670389,"GENESEE LEVERAGED BALANCED FUND LTD (FEEDER)","805-5442614503","GENESEE INVESTMENTS","801-61635","Y"
671082,"PALMER SQUARE MULTI-STRATEGY FUND, LTD.","805-6089315059","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671082,"PALMER SQUARE EMERGING MANAGER FUND LP","805-7886082445","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671082,"PALMER SQUARE OPPORTUNITY FUND LP","805-6797333582","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671082,"PALMER SQUARE MULTI-STRATEGY FUND LP","805-3786083536","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671082,"440 PARTNERS, L.P.","805-3249181122","440 INVESTMENT GROUP, LLC","801-71952","N"
671082,"COLONY MULTI-STRATEGY FUND, L.P.","805-7225716503","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671082,"MARINER CAPITAL VENTURES, LLC","805-9219961491","MARINER WEALTH ADVISORS, LLC","801-66632","N"
671082,"MARINER CAPITAL PARTNERS, LLC","805-3556080437","MARINER WEALTH ADVISORS, LLC","801-66632","N"
671110,"OMNI MACRO FUND I LTD","805-6962891940","TIRESIAS CAPITAL LIMITED","801-72836","N"
671110,"THE HARTFORD GROWTH FUND LIMITED","805-8978065117","TIRESIAS CAPITAL LIMITED","801-72836","N"
671110,"OMNI MACRO FUND I, L.P.","805-9271675745","TIRESIAS CAPITAL LIMITED","801-72836","N"
670206,"Q INDIA EQUITY FUND LTD","805-6301791021","QIEF MANAGEMENT, LLC","801-72966","N"
671362,"GENESIS EMERGING MARKETS OPPORTUNITIES FUND LIMITED III","805-5789279110","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671362,"GENESIS EMERGING MARKETS OPPORTUNITIES FUND PUBLIC LIMITED COMPANY","805-9519577838","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671362,"GENESIS EMERGING MARKETS BUSINESS TRUST","805-9516336650","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671362,"THE EMERGING MARKETS FUND OF THE GENESIS GROUP TRUST FOR EMPLOYEE BENEFIT PLANS","805-7963705882","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671362,"GENESIS INDIAN INVESTMENT COMPANY LIMITED","805-4855565427","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671362,"GENESIS EMERGING MARKETS LIMITED PARTNERSHIP","805-3226184016","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671362,"GENESIS EMERGING MARKETS OPPORTUNITIES FUND LIMITED II","805-2241217905","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671362,"GENESIS EMERGING MARKETS OPPORTUNITIES FUND LIMITED","805-6495607914","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671362,"GENESIS SMALLER COMPANIES SICAV","805-5771100044","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671362,"GENESIS EMERGING MARKETS VEBA TRUST","805-7525504724","GENESIS ASSET MANAGERS, LLP","801-63020","N"
671422,"MAP 507, A SUB TRUST OF LMA IRELAND","805-4987113964","LIGHTHOUSE INVESTMENT PARTNERS, LLC","801-64978","N"
671484,"TAXABLE FIXED INCOME MANAGERS: PORTFOLIO 1 [SERIES], A SERIES OF GOLDMAN SACHS GLOBAL MANAGER STRATEGIES MANAGED PORTFOLIOS, LLC","805-9060653631","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591","N"
671484,"COLI-VUL MANAGED FUND VI (PIMCO)","805-9312200040","GREAT-WEST CAPITAL MANAGEMENT, LLC","801-52309","N"
671484,"AON HEWITT GROUP TRUST LONG CREDIT BOND FUND","805-2150836022","HEWITT ENNISKNUPP, INC.","801-17219","N"
671484,"AON HEWITT GROUP TRUST INTERMEDIATE CREDIT BOND FUND","805-7185525112","HEWITT ENNISKNUPP, INC.","801-17219","N"
671484,"RCTS INFLATION PROTECTED FIXED INCOME FUND","805-5402264037","SEGAL ROGERSCASEY","801-61280","N"
671484,"PFL CORPORATE ACCOUNT ONE","805-7595651830","AEGON USA INVESTMENT MANAGEMENT, LLC","801-60667","N"
671484,"PRUDENTIAL INSURANCE COMPANY OF AMERICA-VCA-GI-NFB-1","805-3666200810","WELLINGTON MANAGEMENT COMPANY, LLP","801-15908","N"
671484,"PRUDENTIAL INSURANCE COMPANY OF AMERICA-VCA-GI-BNY-1","805-3084182187","WELLINGTON MANAGEMENT COMPANY, LLP","801-15908","N"
671484,"DIVERSIFIED MORTGAGE INDEX ACCOUNT","805-1546380613","BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
671484,"SAB3","805-2606079006","LINCOLN INVESTMENT ADVISORS CORPORATION","801-23411","N"
671484,"HARTFORD LIFE INSURANCE COMPANY SEPARATE ACCOUNT ICMG SERIES I","805-1581335085","HARTFORD INVESTMENT MANAGEMENT COMPANY","801-53542","N"
671519,"440 PARTNERS, LP","805-3249181122","440 INVESTMENT GROUP, LLC","801-71952","N"
671519,"COLONY MULTI-STRATEGY FUND, L.P.","805-7225716503","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671519,"MARINER CAPITAL PARTNERS LLC","805-3556080437","MARINER WEALTH ADVISORS, LLC","801-66632","N"
671519,"MARINER CAPITAL VENTURES LLC","805-9219961491","MARINER WEALTH ADVISORS, LLC","801-66632","N"
671519,"MARINER REAL ESTATE PARTNERS II, LLC","805-5685600514","MARINER REAL ESTATE MANAGEMENT, LLC","801-72953","N"
671519,"MARINER REAL ESTATE PARTNERS III A, LLC","805-2235932778","MARINER REAL ESTATE MANAGEMENT, LLC","801-72953","N"
671519,"MARINER REAL ESTATE PARTNERS III, LLC","805-2388165083","MARINER REAL ESTATE MANAGEMENT, LLC","801-72953","N"
671519,"MARINER REAL ESTATE PARTNERS, LLC","805-3872983356","MARINER REAL ESTATE MANAGEMENT, LLC","801-72953","N"
671519,"PALMER SQUARE EMERGING MANAGER FUND L.P.","805-7886082445","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671519,"PALMER SQUARE MULTI-STRATEGY FUND L.P.","805-3786083536","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671519,"PALMER SQUARE MULTI-STRATEGY FUND, LTD.","805-6089315059","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671519,"PALMER SQUARE OPPORTUNITY FUND L.P.","805-6797333582","PALMER SQUARE CAPITAL MANAGEMENT LLC","801-72047","N"
671519,"MONTAGE SEED CAPITAL, LLC","805-5960950697","MONTAGE INVESTMENTS, LLC","801-71142","N"
671614,"TAXABLE FIXED INCOME MANAGERS: PORTFOLIO 1 [SERIES], A SERIES OF GOLDMAN SACHS GLOBAL MANAGER STRATEGIES MANAGED PORTFOLIOS, LLC","805-9060653631","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591","N"
671614,"COLI-VUL MANAGED FUND VI (PIMCO)","805-9312200040","GREAT-WEST CAPITAL MANAGEMENT, LLC","801-52309","N"
671614,"AON HEWITT GROUP TRUST LONG CREDIT BOND FUND","805-2150836022","HEWITT ENNISKNUPP, INC.","801-17219","N"
671614,"AON HEWITT GROUP TRUST INTERMEDIATE CREDIT BOND FUND","805-7185525112","HEWITT ENNISKNUPP, INC.","801-17219","N"
671614,"RCTS INFLATION PROTECTED FIXED INCOME FUND","805-5402264037","SEGAL ROGERSCASEY","801-61280","N"
671614,"PFL CORPORATE ACCOUNT ONE","805-7595651830","AEGON USA INVESTMENT MANAGEMENT, LLC","801-60667","N"
671614,"PRUDENTIAL INSURANCE COMPANY OF AMERICA-VCA-GI-NFB-1","805-3666200810","WELLINGTON MANAGEMENT COMPANY, LLP","801-15908","N"
